Group,Card,Number,Variant / Stamp,Source & Distribution,Status,Have,Image,Price Estimate
,Tinkaton ex,262/193,Regular,,Confirmed,,,
,Ting-Lu ex,263/193,Regular,,Confirmed,,,
,Squawkabilly ex,264/193,Regular,,Confirmed,,,
,Boss's Orders,265/193,Regular,,Confirmed,,,
,Dendra,266/193,Regular,,Confirmed,,,
,Giacomo,267/193,Regular,,Confirmed,,,
,Grusha,268/193,Regular,,Confirmed,,,
,Iono,269/193,Regular,,Confirmed,,,
,Saguaro,270/193,Regular,,Confirmed,,,
,Meowscarada ex,271/193,Regular,,Confirmed,,,
,Skeledirge ex,272/193,Regular,,Confirmed,,,
,Quaquaval ex,273/193,Regular,,Confirmed,,,
,Chien-Pao ex,274/193,Regular,,Confirmed,,,
,Ting-Lu ex,275/193,Regular,,Confirmed,,,
,Super Rod,276/193,Regular,,Confirmed,,,
,Superior Energy Retrieval,277/193,Regular,,Confirmed,,,
,Basic Grass Energy,278/193,Regular,,Confirmed,,,
,Basic Water Energy,279/193,Regular,,Confirmed,,,
