Group,Card,Number,Variant / Stamp,Source & Distribution,Status,Have,Image,Price Estimate
,Tyranitar ex,064/131,Regular,,Confirmed,,,
,Roaring Moon,065/131,Regular,,Confirmed,,,
,Roaring Moon,065/131,Reverse holo,,Confirmed,,,
,Bronzor,066/131,Regular,,Confirmed,,,
,Bronzor,066/131,Reverse holo,,Confirmed,,,
,Bronzong,067/131,Regular,,Confirmed,,,
,Bronzong,067/131,Reverse holo,,Confirmed,,,
,Heatran,068/131,Regular,,Confirmed,,,
,Heatran,068/131,Reverse holo,,Confirmed,,,
,Duraludon,069/131,Regular,,Confirmed,,,
,Duraludon,069/131,Reverse holo,,Confirmed,,,
,Archaludon,070/131,Regular,,Confirmed,,,
,Archaludon,070/131,Reverse holo,,Confirmed,,,
,Dreepy,071/131,Regular,,Confirmed,,,
,Dreepy,071/131,Reverse holo,,Confirmed,,,
,Drakloak,072/131,Regular,,Confirmed,,,
,Drakloak,072/131,Reverse holo,,Confirmed,,,
,Dragapult ex,073/131,Regular,,Confirmed,,,
,Eevee,074/131,Regular,,Confirmed,,,
,Eevee,074/131,Reverse holo,,Confirmed,,,
,Eevee ex,075/131,Regular,,Confirmed,,,
,Snorlax ex,076/131,Regular,,Confirmed,,,
,Hoothoot,077/131,Regular,,Confirmed,,,
,Hoothoot,077/131,Reverse holo,,Confirmed,,,
,Noctowl,078/131,Regular,,Confirmed,,,
,Noctowl,078/131,Reverse holo,,Confirmed,,,
,Dunsparce,079/131,Regular,,Confirmed,,,
