Group,Card,Number,Variant / Stamp,Source,Status,Price,Have,Image URL
Base Set,,,,,,,,
,Palafin,225/091,Regular,,Confirmed,,0,
,Pawmi,226/091,Regular,,Confirmed,,0,
,Clive,227/091,Regular,,Confirmed,,0,
,Judge,228/091,Regular,,Confirmed,,0,
,Nemona,229/091,Regular,,Confirmed,,0,
,Paldean Student,230/091,Regular,,Confirmed,,0,
,Paldean Student,231/091,Regular,,Confirmed,,0,
,Mew ex,232/091,Regular,,Confirmed,,0,
,Gardevoir ex,233/091,Regular,,Confirmed,,0,
,Charizard ex,234/091,Regular,,Confirmed,,0,
,Arven,235/091,Regular,,Confirmed,,0,
,Clive,236/091,Regular,,Confirmed,,0,
,Iono,237/091,Regular,,Confirmed,,0,
,Nemona,238/091,Regular,,Confirmed,,0,
,Penny,239/091,Regular,,Confirmed,,0,
,Wo-Chien ex,240/091,Regular,,Confirmed,,0,
,Chi-Yu ex,241/091,Regular,,Confirmed,,0,
,Chien-Pao ex,242/091,Regular,,Confirmed,,0,
,Miraidon ex,243/091,Regular,,Confirmed,,0,
,Ting-Lu ex,244/091,Regular,,Confirmed,,0,
,Koraidon ex,245/091,Regular,,Confirmed,,0,
