Group,Card,Number,Variant / Stamp,Source,Status,Price,Have,Image URL
Base Set,,,,,,,,
,Ferroseed,062/086,Regular,,Confirmed,,0,
,Ferroseed,062/086,Reverse holo,,Confirmed,,0,
,Ferrothorn,063/086,Regular,,Confirmed,,0,
,Ferrothorn,063/086,Reverse holo,,Confirmed,,0,
,Cobalion ex,064/086,Regular,,Confirmed,,0,
,Mega Dragalge ex,065/086,Regular,,Confirmed,,0,
,Goomy,066/086,Regular,,Confirmed,,0,
,Goomy,066/086,Reverse holo,,Confirmed,,0,
,Sliggoo,067/086,Regular,,Confirmed,,0,
,Sliggoo,067/086,Reverse holo,,Confirmed,,0,
,Goodra,068/086,Regular,,Confirmed,,0,
,Goodra,068/086,Reverse holo,,Confirmed,,0,
,Tauros,069/086,Regular,,Confirmed,,0,
,Tauros,069/086,Reverse holo,,Confirmed,,0,
,Patrat,070/086,Regular,,Confirmed,,0,
,Patrat,070/086,Reverse holo,,Confirmed,,0,
,Watchog,071/086,Regular,,Confirmed,,0,
,Watchog,071/086,Reverse holo,,Confirmed,,0,
,Minccino,072/086,Regular,,Confirmed,,0,
,Minccino,072/086,Reverse holo,,Confirmed,,0,
,Cinccino ex,073/086,Regular,,Confirmed,,0,
,Adversity Policy,074/086,Regular,,Confirmed,,0,
,Adversity Policy,074/086,Reverse holo,,Confirmed,,0,
,Ange Floette,075/086,Regular,,Confirmed,,0,
,Ange Floette,075/086,Reverse holo,,Confirmed,,0,
,AZ's Tranquility,076/086,Regular,,Confirmed,,0,
,AZ's Tranquility,076/086,Reverse holo,,Confirmed,,0,
,Emma,077/086,Regular,,Confirmed,,0,
,Emma,077/086,Reverse holo,,Confirmed,,0,
,Great Haul Net,078/086,Regular,,Confirmed,,0,
,Great Haul Net,078/086,Reverse holo,,Confirmed,,0,
,Philippe,079/086,Regular,,Confirmed,,0,
,Philippe,079/086,Reverse holo,,Confirmed,,0,
,Prism Tower,080/086,Regular,,Confirmed,,0,
,Prism Tower,080/086,Reverse holo,,Confirmed,,0,
,Roxie's Performance,081/086,Regular,,Confirmed,,0,
,Roxie's Performance,081/086,Reverse holo,,Confirmed,,0,
,Special Red Card,082/086,Regular,,Confirmed,,0,
,Special Red Card,082/086,Reverse holo,,Confirmed,,0,
,Transformation Tome,083/086,Regular,,Confirmed,,0,
,Transformation Tome,083/086,Reverse holo,,Confirmed,,0,
,Bubbly Water Energy,084/086,Regular,,Confirmed,,0,
,Bubbly Water Energy,084/086,Reverse holo,,Confirmed,,0,
,Magnetic Metal Energy,085/086,Regular,,Confirmed,,0,
,Magnetic Metal Energy,085/086,Reverse holo,,Confirmed,,0,
,Nitro Fire Energy,086/086,Regular,,Confirmed,,0,
,Nitro Fire Energy,086/086,Reverse holo,,Confirmed,,0,
,Chespin,087/086,Regular,,Confirmed,,0,
,Froakie,088/086,Regular,,Confirmed,,0,
,Frogadier,089/086,Regular,,Confirmed,,0,
,Ampharos,090/086,Regular,,Confirmed,,0,
,Xerneas,091/086,Regular,,Confirmed,,0,
,Claydol,092/086,Regular,,Confirmed,,0,
,Crobat,093/086,Regular,,Confirmed,,0,
,Metang,094/086,Regular,,Confirmed,,0,
,Sliggoo,095/086,Regular,,Confirmed,,0,
,Tauros,096/086,Regular,,Confirmed,,0,
,Watchog,097/086,Regular,,Confirmed,,0,
,Beedrill ex,098/086,Regular,,Confirmed,,0,
,Mega Pyroar ex,099/086,Regular,,Confirmed,,0,
,Mega Greninja ex,100/086,Regular,,Confirmed,,0,
,Mega Floette ex,101/086,Regular,,Confirmed,,0,
,Gourgeist ex,102/086,Regular,,Confirmed,,0,
,Cobalion ex,103/086,Regular,,Confirmed,,0,
,Mega Dragalge ex,104/086,Regular,,Confirmed,,0,
,Cinccino ex,105/086,Regular,,Confirmed,,0,
,AZ's Tranquility,106/086,Regular,,Confirmed,,0,
,Emma,107/086,Regular,,Confirmed,,0,
,Energy Retrieval,108/086,Regular,,Confirmed,,0,
,Jumbo Ice Cream,109/086,Regular,,Confirmed,,0,
,Philippe,110/086,Regular,,Confirmed,,0,
,Prism Tower,111/086,Regular,,Confirmed,,0,
,Roxie's Performance,112/086,Regular,,Confirmed,,0,
,Special Red Card,113/086,Regular,,Confirmed,,0,
,Surfing Beach,114/086,Regular,,Confirmed,,0,
,Tool Scrapper,115/086,Regular,,Confirmed,,0,
,Mega Greninja ex,116/086,Regular,,Confirmed,,0,
,Mega Floette ex,117/086,Regular,,Confirmed,,0,
,Mega Dragalge ex,118/086,Regular,,Confirmed,,0,
,Cinccino ex,119/086,Regular,,Confirmed,,0,
,AZ's Tranquility,120/086,Regular,,Confirmed,,0,
,Roxie's Performance,121/086,Regular,,Confirmed,,0,
,Mega Greninja ex,122/086,Regular,,Confirmed,,0,
