Group,Card,Number,Variant / Stamp,Source,Status,Price,Have,Image URL
Base Set,,,,,,,,
,Larry's Staraptor,249/217,Regular,,Confirmed,,0,
,Fan Rotom,250/217,Regular,,Confirmed,,0,
,Sprigatito ex,251/217,Regular,,Confirmed,,0,
,Stunfisk ex,252/217,Regular,,Confirmed,,0,
,Mega Audino ex,253/217,Regular,,Confirmed,,0,
,Anthea & Concordia,254/217,Regular,,Confirmed,,0,
,Black Belt's Training,255/217,Regular,,Confirmed,,0,
,Boss's Orders,256/217,Regular,,Confirmed,,0,
,Canari,257/217,Regular,,Confirmed,,0,
,Cheren,258/217,Regular,,Confirmed,,0,
,Counter Gain,259/217,Regular,,Confirmed,,0,
,Glass Trumpet,260/217,Regular,,Confirmed,,0,
,Jamming Tower,261/217,Regular,,Confirmed,,0,
,N's PP Up,262/217,Regular,,Confirmed,,0,
,Team Rocket's Transceiver,263/217,Regular,,Confirmed,,0,
,Ultra Ball,264/217,Regular,,Confirmed,,0,
,Mega Froslass ex,265/217,Regular,,Confirmed,,0,
,Mega Eelektross ex,266/217,Regular,,Confirmed,,0,
,Mega Diancie ex,267/217,Regular,,Confirmed,,0,
,Mega Hawlucha ex,268/217,Regular,,Confirmed,,0,
,Mega Gengar ex,269/217,Regular,,Confirmed,,0,
,Mega Scrafty ex,270/217,Regular,,Confirmed,,0,
,Mega Dragonite ex,271/217,Regular,,Confirmed,,0,
,Mega Meganium ex,272/217,Regular,,Confirmed,,0,
,Mega Emboar ex,273/217,Regular,,Confirmed,,0,
,Mega Feraligatr ex,274/217,Regular,,Confirmed,,0,
,Mega Froslass ex,275/217,Regular,,Confirmed,,0,
,Pikachu ex,276/217,Regular,,Confirmed,,0,
,Pikachu ex,277/217,Regular,,Confirmed,,0,
,Mega Eelektross ex,278/217,Regular,,Confirmed,,0,
,Iono's Bellibolt ex,279/217,Regular,,Confirmed,,0,
,Lillie's Clefairy ex,280/217,Regular,,Confirmed,,0,
,Team Rocket's Mewtwo ex,281/217,Regular,,Confirmed,,0,
,Mega Diancie ex,282/217,Regular,,Confirmed,,0,
,Mega Hawlucha ex,283/217,Regular,,Confirmed,,0,
,Mega Gengar ex,284/217,Regular,,Confirmed,,0,
,Mega Scrafty ex,285/217,Regular,,Confirmed,,0,
,N's Zoroark ex,286/217,Regular,,Confirmed,,0,
,Marnie's Grimmsnarl ex,287/217,Regular,,Confirmed,,0,
,Fezandipiti ex,288/217,Regular,,Confirmed,,0,
,Steven's Metagross ex,289/217,Regular,,Confirmed,,0,
,Mega Dragonite ex,290/217,Regular,,Confirmed,,0,
,Canari,291/217,Regular,,Confirmed,,0,
,Iris's Fighting Spirit,292/217,Regular,,Confirmed,,0,
,Surfer,293/217,Regular,,Confirmed,,0,
,Mega Charizard Y ex,294/217,Regular,,Confirmed,,0,
,Mega Dragonite ex,295/217,Regular,,Confirmed,,0,
