Group,Card,Number,Variant / Stamp,Source,Status,Price,Have,Image URL
Base Set,,,,,,,,
,Strange Timepiece,128/132,Reverse holo,,Confirmed,,0,
,Surfing Beach,129/132,Regular,,Confirmed,,0,
,Surfing Beach,129/132,Reverse holo,,Confirmed,,0,
,Switch,130/132,Regular,,Confirmed,,0,
,Switch,130/132,Reverse holo,,Confirmed,,0,
,Ultra Ball,131/132,Regular,,Confirmed,,0,
,Ultra Ball,131/132,Reverse holo,,Confirmed,,0,
,Wally's Compassion,132/132,Regular,,Confirmed,,0,
,Wally's Compassion,132/132,Reverse holo,,Confirmed,,0,
,Bulbasaur,133/132,Regular,,Confirmed,,0,
,Ivysaur,134/132,Regular,,Confirmed,,0,
,Exeggutor,135/132,Regular,,Confirmed,,0,
,Shuckle,136/132,Regular,,Confirmed,,0,
,Ninjask,137/132,Regular,,Confirmed,,0,
,Vulpix,138/132,Regular,,Confirmed,,0,
,Litleo,139/132,Regular,,Confirmed,,0,
,Snover,140/132,Regular,,Confirmed,,0,
,Clawitzer,141/132,Regular,,Confirmed,,0,
,Inteleon,142/132,Regular,,Confirmed,,0,
,Helioptile,143/132,Regular,,Confirmed,,0,
,Shedinja,144/132,Regular,,Confirmed,,0,
,Houndstone,145/132,Regular,,Confirmed,,0,
,Marshadow,146/132,Regular,,Confirmed,,0,
,Garganacl,147/132,Regular,,Confirmed,,0,
,Spiritomb,148/132,Regular,,Confirmed,,0,
,Shroodle,149/132,Regular,,Confirmed,,0,
,Steelix,150/132,Regular,,Confirmed,,0,
,Spearow,151/132,Regular,,Confirmed,,0,
,Delibird,152/132,Regular,,Confirmed,,0,
,Gumshoos,153/132,Regular,,Confirmed,,0,
,Stufful,154/132,Regular,,Confirmed,,0,
,Mega Venusaur ex,155/132,Regular,,Confirmed,,0,
,Mega Camerupt ex,156/132,Regular,,Confirmed,,0,
,Mega Abomasnow ex,157/132,Regular,,Confirmed,,0,
,Mega Manectric ex,158/132,Regular,,Confirmed,,0,
,Mega Gardevoir ex,159/132,Regular,,Confirmed,,0,
,Mega Lucario ex,160/132,Regular,,Confirmed,,0,
,Mega Absol ex,161/132,Regular,,Confirmed,,0,
,Mega Mawile ex,162/132,Regular,,Confirmed,,0,
,Mega Latias ex,163/132,Regular,,Confirmed,,0,
,Mega Kangaskhan ex,164/132,Regular,,Confirmed,,0,
,Acerola's Mischief,165/132,Regular,,Confirmed,,0,
,Air Balloon,166/132,Regular,,Confirmed,,0,
,Buddy-Buddy Poffin,167/132,Regular,,Confirmed,,0,
,Fighting Gong,168/132,Regular,,Confirmed,,0,
,Lillie's Determination,169/132,Regular,,Confirmed,,0,
,Lt. Surge's Bargain,170/132,Regular,,Confirmed,,0,
,Mega Signal,171/132,Regular,,Confirmed,,0,
,Mystery Garden,172/132,Regular,,Confirmed,,0,
,Night Stretcher,173/132,Regular,,Confirmed,,0,
,Premium Power Pro,174/132,Regular,,Confirmed,,0,
,Rare Candy,175/132,Regular,,Confirmed,,0,
,Wally's Compassion,176/132,Regular,,Confirmed,,0,
,Mega Venusaur ex,177/132,Regular,,Confirmed,,0,
,Mega Gardevoir ex,178/132,Regular,,Confirmed,,0,
,Mega Lucario ex,179/132,Regular,,Confirmed,,0,
,Mega Absol ex,180/132,Regular,,Confirmed,,0,
,Mega Latias ex,181/132,Regular,,Confirmed,,0,
,Mega Kangaskhan ex,182/132,Regular,,Confirmed,,0,
,Acerola's Mischief,183/132,Regular,,Confirmed,,0,
,Lillie's Determination,184/132,Regular,,Confirmed,,0,
,Lt. Surge's Bargain,185/132,Regular,,Confirmed,,0,
,Wally's Compassion,186/132,Regular,,Confirmed,,0,
,Mega Gardevoir ex,187/132,Regular,,Confirmed,,0,
,Mega Lucario ex,188/132,Regular,,Confirmed,,0,
