Group,Card,Number,Variant / Stamp,Source,Status,Price,Have,Image URL
Base Set,,,,,,,,
,Terrakion,135/086,Regular,,Confirmed,,0,
,Purrloin,136/086,Regular,,Confirmed,,0,
,Liepard,137/086,Regular,,Confirmed,,0,
,Scraggy,138/086,Regular,,Confirmed,,0,
,Scrafty,139/086,Regular,,Confirmed,,0,
,Trubbish,140/086,Regular,,Confirmed,,0,
,Garbodor,141/086,Regular,,Confirmed,,0,
,Zorua,142/086,Regular,,Confirmed,,0,
,Zoroark,143/086,Regular,,Confirmed,,0,
,Vullaby,144/086,Regular,,Confirmed,,0,
,Mandibuzz,145/086,Regular,,Confirmed,,0,
,Deino,146/086,Regular,,Confirmed,,0,
,Zweilous,147/086,Regular,,Confirmed,,0,
,Ferroseed,148/086,Regular,,Confirmed,,0,
,Ferrothorn,149/086,Regular,,Confirmed,,0,
,Durant,150/086,Regular,,Confirmed,,0,
,Druddigon,151/086,Regular,,Confirmed,,0,
,Patrat,152/086,Regular,,Confirmed,,0,
,Watchog,153/086,Regular,,Confirmed,,0,
,Lillipup,154/086,Regular,,Confirmed,,0,
,Herdier,155/086,Regular,,Confirmed,,0,
,Stoutland,156/086,Regular,,Confirmed,,0,
,Whimsicott ex,157/086,Regular,,Confirmed,,0,
,Reshiram ex,158/086,Regular,,Confirmed,,0,
,Keldeo ex,159/086,Regular,,Confirmed,,0,
,Jellicent ex,160/086,Regular,,Confirmed,,0,
,Hydreigon ex,161/086,Regular,,Confirmed,,0,
,Bouffalant ex,162/086,Regular,,Confirmed,,0,
,Harlequin,163/086,Regular,,Confirmed,,0,
,Hilda,164/086,Regular,,Confirmed,,0,
,Whimsicott ex,165/086,Regular,,Confirmed,,0,
,Reshiram ex,166/086,Regular,,Confirmed,,0,
,Keldeo ex,167/086,Regular,,Confirmed,,0,
,Jellicent ex,168/086,Regular,,Confirmed,,0,
,Hydreigon ex,169/086,Regular,,Confirmed,,0,
,Bouffalant ex,170/086,Regular,,Confirmed,,0,
,Hilda,171/086,Regular,,Confirmed,,0,
,Victini,172/086,Regular,,Confirmed,,0,
,Reshiram ex,173/086,Regular,,Confirmed,,0,
