Group,Card,Number,Variant / Stamp,Source,Status,Price,Have,Image URL
Base Set,,,,,,,,
,Team Rocket's Ariana,224/182,Regular,,Confirmed,,0,
,Team Rocket's Giovanni,225/182,Regular,,Confirmed,,0,
,Team Rocket's Petrel,226/182,Regular,,Confirmed,,0,
,Team Rocket's Proton,227/182,Regular,,Confirmed,,1,
,Yanmega ex,228/182,Regular,,Confirmed,,0,
,Team Rocket's Moltres ex,229/182,Regular,,Confirmed,,0,
,Ethan's Ho-Oh ex,230/182,Regular,,Confirmed,,0,
,Team Rocket's Mewtwo ex,231/182,Regular,,Confirmed,,0,
,Cynthia's Garchomp ex,232/182,Regular,,Confirmed,,1,
,Team Rocket's Nidoking ex,233/182,Regular,,Confirmed,,0,
,Team Rocket's Crobat ex,234/182,Regular,,Confirmed,,0,
,Arven's Mabosstiff ex,235/182,Regular,,Confirmed,,0,
,Ethan's Adventure,236/182,Regular,,Confirmed,,0,
,Team Rocket's Ariana,237/182,Regular,,Confirmed,,0,
,Team Rocket's Giovanni,238/182,Regular,,Confirmed,,0,
,Ethan's Ho-Oh ex,239/182,Regular,,Confirmed,,0,
,Team Rocket's Mewtwo ex,240/182,Regular,,Confirmed,,0,
,Cynthia's Garchomp ex,241/182,Regular,,Confirmed,,0,
,Team Rocket's Crobat ex,242/182,Regular,,Confirmed,,0,
,Jamming Tower,243/182,Regular,,Confirmed,,0,
,Levincia,244/182,Regular,,Confirmed,,0,
